"STATION","DATE","LATITUDE","LONGITUDE","SEA_SURF_TEMP","SST_MM"
"FNMT","2003-12-31T03:00:00","49.70","-0.40",,
"FNMT","2003-12-31T06:00:00","49.30","-0.20",,
"FNMT","2003-12-31T09:00:00","49.50","-0.30",,
"FNMT","2003-12-08T12:00:00","50.00","-0.10",,
"FNMT","2003-12-09T03:00:00","50.00","-0.50",,"3"
"FNMT","2003-12-13T03:00:00","50.00","-0.60",,
"FNMT","2003-12-17T03:00:00","50.00","-0.60",,
"FNMT","2003-12-20T03:00:00","50.00","-0.70",,
"FNMT","2003-12-22T18:00:00","50.00","-0.60",,
"FNMT","2003-12-27T03:00:00","50.00","-0.30",,
"FNMT","2003-12-29T18:00:00","50.00","-0.60",,
"WCZ5238","2003-12-02T06:00:00","36.10","-4.60","61.2","1"
"WCZ5238","2003-12-02T12:00:00","36.30","-2.30","62.1","1"
"WCZ5238","2003-12-02T18:00:00","36.50","0.00","63.1","1"
"WCZ5238","2003-12-03T06:00:00","37.30","5.00","62.6","1"
"WCZ5238","2003-12-03T12:00:00","37.50","7.00","65.7","1"
"WCZ5238","2003-12-04T12:00:00","36.40","14.60","66.6","1"
"WCZ5238","2003-12-05T06:00:00","35.10","21.20","68.7","1"
"WCZ5238","2003-12-05T12:00:00","34.50","23.40","66.4","1"
"WCZ5238","2003-12-06T06:00:00","32.70","29.50","67.8","1"
"UCKT","2003-12-01T12:00:00","36.60","-0.60","60.8","7"
"UCKT","2003-12-01T18:00:00","36.50","-2.00","62.6","7"
"UCKT","2003-12-02T00:00:00","36.20","-3.20","62.6","7"
"UCKT","2003-12-02T06:00:00","36.10","-5.20","62.6","7"
"UCKT","2003-12-01T00:00:00","36.90","2.20","64.4","7"
"UCKT","2003-12-01T06:00:00","36.70","0.50","60.8","7"
"UCKT","2003-12-08T00:00:00","44.30","-5.90","57.2","7"
"UCKT","2003-12-08T06:00:00","46.00","-5.90","57.2","7"
"UCKT","2003-12-08T12:00:00","47.20","-5.80","53.6","7"
"UCKT","2003-12-09T00:00:00","49.40","-4.00","53.6","7"
"PJHB","2003-12-15T06:00:00","36.20","-4.10","60.8","1"
"PJHB","2003-12-13T18:00:00","37.60","7.00","60.8","1"
"PJHB","2003-12-14T00:00:00","37.20","5.20","60.8","1"
"PJHB","2003-12-14T06:00:00","37.10","3.30","60.8","1"
"PJHB","2003-12-14T12:00:00","36.80","1.40","60.8","1"
"PJHB","2003-12-14T18:00:00","36.60","0.20","60.8","1"
"PJHB","2003-12-15T00:00:00","36.40","2.20","60.8","1"
"PJHB","2003-12-12T00:00:00","34.90","19.60","64.4","1"
"PJHB","2003-12-12T06:00:00","35.30","17.90","64.4","1"
"PJHB","2003-12-12T12:00:00","35.70","16.10","64.4","1"
"PJHB","2003-12-12T18:00:00","36.30","14.40","60.8","1"
"PJHB","2003-12-13T00:00:00","36.80","12.50","60.8","1"
"PJHB","2003-12-13T06:00:00","37.40","10.70","60.8","1"
"PJHB","2003-12-10T18:00:00","32.70","28.70","66.2","1"
"PJHB","2003-12-11T00:00:00","33.10","26.80","66.2","1"
"PJHB","2003-12-10T12:00:00","32.30","30.00","68.0","1"
"GBSN","2003-12-23T00:00:00","50.00","-4.40","52.9","0"
"ELWZ3","2003-12-02T06:00:00","36.20","-3.20",,
"ELWZ3","2003-12-02T12:00:00","36.40","-1.00",,
"ELWZ3","2003-12-03T06:00:00","37.20","6.30",,
"ELWZ3","2003-12-03T12:00:00","37.30","9.70","64.4","7"
"ELWZ3","2003-12-03T18:00:00","37.20","10.70",,
"ELWZ3","2003-12-03T23:00:00","37.00","12.10","64.4","7"
"ELWZ3","2003-12-04T00:00:00","37.00","12.10","64.4",
"ELWZ3","2003-12-04T06:00:00","36.40","13.80",,
"ELWZ3","2003-12-04T12:00:00","35.80","15.60","62.6",
"ELWZ3","2003-12-04T18:00:00","35.30","17.70",,
"ELWZ3","2003-12-05T00:00:00","34.80","19.80",,
"ELWZ3","2003-12-05T06:00:00","34.20","22.00",,
"ELWZ3","2003-12-05T12:00:00","33.70","24.00","66.2","7"
"ELWZ3","2003-12-05T18:00:00","33.10","26.10",,
"ELWZ3","2003-12-05T23:00:00","32.60","28.20",,
"ELWZ3","2003-12-06T06:00:00","32.10","30.30",,
"WAAH","2003-12-11T06:00:00","49.40","-5.80","59.5","1"
"WAAH","2003-12-11T12:00:00","49.90","-4.00","59.0","1"
"FNNB","2003-12-17T09:00:00","43.20","5.20","58.5","3"
"FNNB","2003-12-18T21:00:00","43.00","5.70","60.1","3"
"FNNB","2003-12-19T03:00:00","43.00","8.40","58.6","3"
"FNNB","2003-12-19T06:00:00","42.70","9.50","59.2","3"
"FNNB","2003-12-19T21:00:00","43.00","9.40","58.6","3"
"FNNB","2003-12-20T00:00:00","43.00","8.00","56.7","3"
"FNNB","2003-12-20T03:00:00","42.90","6.50","60.4","3"
"FNNB","2003-12-20T06:00:00","43.20","5.20","58.8","3"
"FNNB","2003-12-20T21:00:00","43.00","5.70","60.3","3"
"FNNB","2003-12-21T00:00:00","42.90","7.10","60.1","3"
"FNNB","2003-12-21T03:00:00","43.00","8.50","59.2","3"
"FNNB","2003-12-21T06:00:00","42.70","9.50","58.8","3"
"FNNB","2003-12-21T21:00:00","42.90","9.50","58.8","3"
"FNNB","2003-12-22T00:00:00","43.40","8.50","56.8","3"
"FNNB","2003-12-22T06:00:00","43.00","5.70","59.5","3"
"FNNB","2003-12-22T21:00:00","43.00","5.50","58.5","3"
"FNNB","2003-12-23T00:00:00","42.50","6.50","58.5","3"
"FNNB","2003-12-23T03:00:00","42.20","7.50","60.1","3"
"FNNB","2003-12-23T06:00:00","41.80","8.40","60.1","3"
"FNNB","2003-12-23T21:00:00","41.80","8.40","59.2","3"
"FNNB","2003-12-24T00:00:00","42.20","7.50","60.1","3"
"FNNB","2003-12-24T03:00:00","42.70","6.40","59.0","3"
"FNNB","2003-12-24T06:00:00","43.20","5.30","57.0","3"
"FNNB","2003-12-26T21:00:00","43.00","5.60","59.4","3"
"FNNB","2003-12-27T00:00:00","42.50","6.60","58.1","3"
"FNNB","2003-12-27T03:00:00","42.10","7.70","59.9","3"
"FNNB","2003-12-27T06:00:00","41.90","8.70","56.8","3"
"FNNB","2003-12-27T09:00:00","41.80","8.60","56.7","3"
"FNNB","2003-12-27T12:00:00","42.30","7.30","59.4","3"
"FNNB","2003-12-27T15:00:00","42.80","6.00","59.7","3"
"FNNB","2003-12-27T21:00:00","43.10","5.30","59.4","3"
"FNNB","2003-12-28T00:00:00","42.90","6.70","58.6","3"
"FNNB","2003-12-28T03:00:00","43.00","8.20","56.8","3"
"FNNB","2003-12-28T06:00:00","42.70","9.50","58.5","3"
"FNNB","2003-12-28T21:00:00","43.00","9.10","57.9","3"
"FNNB","2003-12-29T00:00:00","43.20","7.60","58.8","3"
"FNNB","2003-12-29T03:00:00","42.80","6.50","59.5","3"
"FNNB","2003-12-29T06:00:00","43.20","5.20","57.4","3"
"FNNB","2003-12-29T21:00:00","43.00","5.50","58.5","3"
"FNNB","2003-12-30T00:00:00","42.90","6.90","57.9","3"
"FNNB","2003-12-30T03:00:00","43.00","8.30","56.1","3"
"FNNB","2003-12-30T06:00:00","42.80","9.50","57.9","3"
"FNNB","2003-12-30T21:00:00","43.00","9.20","57.7","3"
"FNNB","2003-12-31T00:00:00","43.10","7.80","56.1","3"
"FNNB","2003-12-31T03:00:00","42.90","6.50","58.8","3"
"FNNB","2003-12-31T06:00:00","43.20","5.20","57.0","3"
"FNNB","2003-12-31T18:00:00","43.30","5.20","56.7","3"
"SWYM","2003-12-01T10:00:00","38.30","25.20","62.6","1"
"SWYM","2003-12-01T22:00:00","37.80","24.20","60.8","1"
"SWYM","2003-12-03T22:00:00","37.90","24.60","73.4","1"
"SWYM","2003-12-05T22:00:00","37.90","25.00","71.6","1"
"SWYM","2003-12-06T22:00:00","38.00","26.00","66.0","1"
"SWYM","2003-12-08T22:00:00","37.50","24.50","56.3","1"
"SWYM","2003-12-09T22:00:00","38.50","25.70",,"1"
"SWYM","2003-12-10T22:00:00","37.80","24.40","59.4","1"
"SWYM","2003-12-11T22:00:00","38.30","25.20","56.3","1"
"SWYM","2003-12-12T22:00:00","37.90","24.60","59.0","1"
"SWYM","2003-12-13T22:00:00","38.10","25.70","56.3","1"
"SWYM","2003-12-14T22:00:00","38.10","25.50","56.3","1"
"SWYM","2003-12-16T22:00:00","38.50","25.40","62.6","1"
"SWYM","2003-12-19T22:00:00","38.00","24.80",,
"SWYM","2003-12-20T22:00:00","38.10","25.90",,
"SWYM","2003-12-21T22:00:00","38.00","25.40","57.2","1"
"SWYM","2003-12-22T22:00:00","37.60","24.00",,
"SWYM","2003-12-26T22:00:00","37.90","24.60","55.4","1"
"SWYM","2003-12-29T10:00:00","38.30","23.50","55.4","1"
"SWYM","2003-12-29T22:00:00","37.60","24.10","57.2","1"
"SWYM","2003-12-30T22:00:00","38.30","25.40","57.2","1"
"UCKU","2003-12-13T00:00:00","36.40","-2.30","64.4","7"
"UCKU","2003-12-13T06:00:00","36.10","-3.50","64.4","7"
"UCKU","2003-12-11T00:00:00","37.50","9.90","66.2","7"
"UCKU","2003-12-11T06:00:00","37.20","8.10","66.2","7"
"UCKU","2003-12-11T12:00:00","37.20","6.60","66.2","1"
"UCKU","2003-12-11T18:00:00","37.10","5.10","66.2","7"
"UCKU","2003-12-12T06:00:00","36.50","2.20","66.2","7"
"UCKU","2003-12-12T18:00:00","36.30","0.40","64.4","7"
"UCKU","2003-12-09T12:00:00","35.30","18.70","68.0","7"
"UCKU","2003-12-09T18:00:00","35.40","17.00","66.2","7"
"UCKU","2003-12-10T00:00:00","36.10","15.60","66.2","7"
"UCKU","2003-12-10T06:00:00","36.30","14.10","66.2","1"
"UCKU","2003-12-10T18:00:00","37.20","11.00","66.2","7"
"UCKU","2003-12-07T12:00:00","32.40","29.30","71.6","7"
"UCKU","2003-12-07T18:00:00","32.50","28.00","71.6","7"
"UCKU","2003-12-08T00:00:00","33.10","26.90","71.6","7"
"UCKU","2003-12-08T06:00:00","33.20","25.40","71.6","1"
"UCKU","2003-12-08T12:00:00","33.80","24.30","71.6","1"
"UCKU","2003-12-08T18:00:00","34.10","22.60","69.8","7"
"UCKU","2003-12-09T00:00:00","34.50","21.50","68.0","1"
"UCKU","2003-12-09T06:00:00","34.50","20.40","68.0","7"
"UCKU","2003-12-07T06:00:00","32.00","30.50","71.6","1"
"UCKU","2003-12-16T00:00:00","44.60","-6.00","62.6","1"
"UCKU","2003-12-16T06:00:00","45.00","-4.80","62.6","7"
"UCKU","2003-12-16T12:00:00","45.60","-3.20","62.6","7"
"UCKU","2003-12-19T18:00:00","46.50","-2.50","62.6","7"
"UCKU","2003-12-20T00:00:00","47.10","-3.90","62.6","1"
"UCKU","2003-12-20T06:00:00","47.70","-5.20","62.6","1"
"UCKU","2003-12-20T18:00:00","49.20","-4.50","60.8","7"
"UCKU","2003-12-21T00:00:00","49.60","-3.50","60.8","7"
"UCKU","2003-12-21T06:00:00","50.00","-2.00","59.0","7"
"UCJB","2003-12-01T06:00:00","36.40","14.10","57.2","7"
"UCJB","2003-12-01T18:00:00","35.60","17.30","57.2","1"
"UCJB","2003-12-02T06:00:00","34.80","20.40","57.2","1"
"SXYY","2003-12-10T06:00:00","37.80","25.20","62.2","1"
"SXYY","2003-12-10T09:00:00","38.00","25.50","61.2","1"
"SXYY","2003-12-10T12:00:00","38.00","25.40","61.0","1"
"SXYY","2003-12-11T06:00:00","38.00","25.50","60.4","1"
"SXYY","2003-12-11T09:00:00","38.00","25.50","60.8","1"
"SXYY","2003-12-12T09:00:00","38.10","25.50","61.5","1"
"SXYY","2003-12-12T12:00:00","38.10","25.50","61.7","1"
"SXYY","2003-12-13T06:00:00","38.10","25.50","61.3","1"
"SXYY","2003-12-13T09:00:00","38.10","25.50","61.0","1"
"SXYY","2003-12-14T06:00:00","38.00","25.50","61.3","1"
"SXYY","2003-12-14T09:00:00","38.00","25.50","61.5","1"
"SXYY","2003-12-14T12:00:00","38.00","25.50","61.9","1"
"SXYY","2003-12-19T06:00:00","38.00","25.50","61.2","1"
"SXYY","2003-12-19T09:00:00","38.00","25.50","61.2","1"
"SXYY","2003-12-19T12:00:00","38.00","25.50","60.8","1"
"SXYY","2003-12-19T15:00:00","38.00","25.50","61.3","1"
"SXYY","2003-12-20T06:00:00","38.00","25.50","59.7","1"
"SXYY","2003-12-20T09:00:00","38.00","25.50","59.7","1"
"SXYY","2003-12-20T12:00:00","38.00","25.50","59.9","1"
"SXYY","2003-12-20T21:00:00","38.00","24.80","60.1","1"
"TSLN","2003-12-16T18:00:00","38.80","9.80","55.4","1"
"TSLN","2003-12-16T21:00:00","39.70","9.80","51.8","1"
"TSLN","2003-12-18T06:00:00","39.20","9.40","53.6","1"
"TSLN","2003-12-18T09:00:00","38.50","9.90","53.6","1"
"TSLN","2003-12-19T00:00:00","38.70","9.80","53.6","1"
"TSLN","2003-12-19T03:00:00","39.70","9.80","53.6","1"
"TSLN","2003-12-21T15:00:00","37.80","9.60","53.6","1"
"TSLN","2003-12-21T18:00:00","38.50","8.70","53.6","1"
"TSLN","2003-12-21T21:00:00","39.20","7.80","53.6","1"
"TSLN","2003-12-23T09:00:00","39.90","7.30","53.6","1"
"TSLN","2003-12-23T12:00:00","39.10","7.80","53.6","1"
"TSLN","2003-12-23T15:00:00","38.50","8.70","53.6","1"
"TSLN","2003-12-23T18:00:00","37.90","9.60","53.6","1"
"TSLN","2003-12-24T18:00:00","37.50","9.90","53.6","1"
"TSLN","2003-12-24T21:00:00","38.00","9.10","53.6","1"
"TSLN","2003-12-25T00:00:00","38.50","8.20","53.6","1"
"TSLN","2003-12-25T03:00:00","39.20","7.50","53.6","1"
"TSLN","2003-12-26T09:00:00","39.60","7.60","53.6","1"
"TSLN","2003-12-26T12:00:00","38.70","8.20","53.6","1"
"TSLN","2003-12-26T15:00:00","38.10","9.20","51.8","1"
"TSLN","2003-12-29T21:00:00","38.50","9.90","53.6","1"
"TSLN","2003-12-30T00:00:00","39.50","9.80","53.6","1"
"TSLN","2003-12-31T09:00:00","39.40","9.80","53.6","1"
"TSLN","2003-12-16T12:00:00","37.20","10.40","55.4","1"
"TSLN","2003-12-18T12:00:00","37.60","10.20","53.6","1"
"TSLN","2003-12-18T21:00:00","37.70","10.20","53.6","1"
"TSLN","2003-12-20T12:00:00","39.30","10.10","55.4","1"
"TSLN","2003-12-20T15:00:00","38.30","10.20","55.4","1"
"TSLN","2003-12-20T18:00:00","37.10","10.20","55.4","1"
"TSLN","2003-12-21T12:00:00","37.10","10.40","55.4","1"
"TSLN","2003-12-23T21:00:00","37.00","10.40","53.6","1"
"TSLN","2003-12-26T18:00:00","37.30","10.30","53.6","1"
"TSLN","2003-12-29T18:00:00","37.70","10.20","53.6","1"
"TSLN","2003-12-17T00:00:00","40.70","9.90","51.8","1"
"TSLN","2003-12-17T03:00:00","41.60","9.80","50.0","1"
"TSLN","2003-12-17T06:00:00","42.60","9.60","53.6","1"
"TSLN","2003-12-17T09:00:00","43.60","9.30","53.6","1"
"TSLN","2003-12-17T18:00:00","43.50","9.30","53.6","1"
"TSLN","2003-12-17T21:00:00","42.50","9.70","53.6","1"
"TSLN","2003-12-18T00:00:00","41.50","9.80","53.6","1"
"TSLN","2003-12-18T03:00:00","40.50","9.90","53.6","1"
"TSLN","2003-12-19T06:00:00","40.80","9.90","53.6","1"
"TSLN","2003-12-19T09:00:00","41.80","9.80","51.8","1"
"TSLN","2003-12-19T12:00:00","42.80","9.60","51.8","1"
"TSLN","2003-12-19T15:00:00","43.70","9.20","51.8","1"
"TSLN","2003-12-20T00:00:00","43.20","9.50","51.8","1"
"TSLN","2003-12-20T03:00:00","42.20","9.70","51.8","1"
"TSLN","2003-12-20T06:00:00","41.20","9.40","69.8","1"
"TSLN","2003-12-22T00:00:00","40.10","7.20","53.6","1"
"TSLN","2003-12-22T03:00:00","40.90","6.70","51.8","1"
"TSLN","2003-12-22T06:00:00","41.70","6.20","51.8","1"
"TSLN","2003-12-22T09:00:00","42.40","5.80","51.8","1"
"TSLN","2003-12-23T00:00:00","42.40","5.80","51.8","1"
"TSLN","2003-12-23T03:00:00","41.60","6.30","51.8","1"
"TSLN","2003-12-23T06:00:00","40.70","6.80","51.8","1"
"TSLN","2003-12-25T06:00:00","40.00","7.00","53.6","1"
"TSLN","2003-12-25T09:00:00","40.30","6.50","53.6","1"
"TSLN","2003-12-25T12:00:00","41.80","6.00","51.8","1"
"TSLN","2003-12-25T15:00:00","42.80","5.50","51.8","1"
"TSLN","2003-12-26T00:00:00","42.40","5.80","53.6","1"
"TSLN","2003-12-26T03:00:00","41.50","6.40","53.6","1"
"TSLN","2003-12-26T06:00:00","40.50","6.90","53.6","1"
"TSLN","2003-12-30T03:00:00","40.40","9.90","51.8","1"
"TSLN","2003-12-30T06:00:00","41.40","9.80","51.8","1"
"TSLN","2003-12-30T09:00:00","42.50","9.70","51.8","1"
"TSLN","2003-12-30T12:00:00","43.50","9.40","51.8","1"
"TSLN","2003-12-30T21:00:00","43.40","9.40","51.8","1"
"TSLN","2003-12-31T00:00:00","42.50","9.70","51.8","1"
"TSLN","2003-12-31T03:00:00","41.50","9.80","51.8","1"
"TSLN","2003-12-31T06:00:00","40.40","9.90","51.8","1"
"TSLN","2003-12-20T09:00:00","40.20","10.00","55.4","1"
"DIHN","2003-12-08T00:00:00","36.10","-4.20","61.9","1"
"DIHN","2003-12-09T00:00:00","37.30","8.40","64.4","1"
"DIHN","2003-12-12T00:00:00","33.90","22.60","68.0","1"
"DIHN","2003-12-12T12:00:00","32.50","28.40","68.0","1"
"TSLV","2003-12-19T21:00:00","44.10","9.00","53.6","1"
"UCJE","2003-12-01T06:00:00","35.60","17.20",,
"UCJE","2003-12-01T12:00:00","35.10","18.80",,"7"
"UCJE","2003-12-01T18:00:00","34.90","20.50",,"7"
"UCJE","2003-12-02T06:00:00","34.10","23.80",,
"UCJE","2003-12-02T12:00:00","33.70","25.30",,
"UCJE","2003-12-02T18:00:00","33.40","26.90",,
"UCJE","2003-12-03T00:00:00","32.90","28.60",,"7"
"UCJE","2003-12-03T06:00:00","32.60","30.10",,
"UCJE","2003-12-29T06:00:00","33.20","32.20",,
"UCJE","2003-12-29T18:00:00","33.20","32.20",,"7"
"UCJE","2003-12-30T00:00:00","34.20","33.60",,"7"
"UCJE","2003-12-30T06:00:00","35.30","34.80",,
"KHRK","2003-12-06T12:00:00","36.70","-0.80","63.3","1"
"KHRK","2003-12-28T06:00:00","36.30","-3.40","62.6","1"
"KHRK","2003-12-28T12:00:00","36.80","-1.10","60.8","1"
"KHRK","2003-12-05T06:00:00","37.80","8.20","65.7","1"
"KHRK","2003-12-05T12:00:00","37.50","6.00","65.1","1"
"KHRK","2003-12-05T18:00:00","37.30","4.00","63.0","1"
"KHRK","2003-12-06T06:00:00","36.80","0.30","62.8","1"
"KHRK","2003-12-29T00:00:00","37.60","3.20","60.8","1"
"KHRK","2003-12-29T06:00:00","38.00","5.20","60.8","1"
"KHRK","2003-12-29T09:00:00","38.00","6.10","60.8","1"
"KHRK","2003-12-29T12:00:00","38.50","6.70","60.8","1"
"KHRK","2003-12-29T15:00:00","38.20","7.60","60.8","1"
"KHRK","2003-12-05T00:00:00","38.10","10.20","64.4","1"
"SVVD","2003-12-02T18:00:00","37.30","24.40","69.8","1"
"SVVD","2003-12-06T18:00:00","37.50","24.30",,"1"
"SVVD","2003-12-11T18:00:00","37.50","24.10","66.2","1"
"GBRP","2003-12-01T00:00:00","36.50","-1.20","62.2","1"
"MXPR2","2003-12-19T12:00:00","50.00","-4.30","55.6","1"
"C6QD2","2003-12-08T12:00:00","49.90","-2.10","53.6","1"
"C6QD2","2003-12-14T06:00:00","49.90","-4.20","53.6","1"
"PGCU","2003-12-31T18:00:00","38.50","7.60","55.4","1"
"PGCU","2003-12-30T18:00:00","37.40","12.60","56.8","1"
"PGCU","2003-12-29T12:00:00","33.90","24.40","62.2","1"
"PGCU","2003-12-29T18:00:00","34.60","21.80","61.9","1"
"PFAS","2003-12-21T00:00:00","36.40","17.50","64.4","1"
"PFAS","2003-12-22T00:00:00","39.20","11.30","61.9","1"
"PFAS","2003-12-15T06:00:00","33.60","29.90","64.8","0"
"UCMV","2003-12-09T06:00:00","36.60","-1.30","60.8","7"
"UCMV","2003-12-10T00:00:00","36.00","-6.10","60.8","7"
"UCMV","2003-12-07T12:00:00","37.60","9.90","64.4","7"
"UCMV","2003-12-07T18:00:00","37.60","8.30","62.6","7"
"UCMV","2003-12-08T00:00:00","37.50","6.30","62.6","7"
"UCMV","2003-12-08T06:00:00","37.30","5.00","62.6","7"
"UCMV","2003-12-08T12:00:00","37.20","3.70","62.6","7"
"UCMV","2003-12-08T18:00:00","37.00","2.00","64.4","7"
"UCMV","2003-12-09T00:00:00","36.70","1.10","60.8","7"
"UCMV","2003-12-06T00:00:00","36.30","19.20","60.8","7"
"UCMV","2003-12-06T06:00:00","36.40","17.90","64.4","7"
"UCMV","2003-12-06T12:00:00","36.40","16.20","68.0","7"
"UCMV","2003-12-06T18:00:00","36.50","14.40","68.0","7"
"UCMV","2003-12-07T00:00:00","36.90","12.50","68.0","7"
"UCMV","2003-12-07T06:00:00","37.20","11.20","64.4","7"
"UCMV","2003-12-05T00:00:00","38.50","24.90","50.0","7"
"UCMV","2003-12-05T06:00:00","37.20","23.70","53.6","7"
"UCMV","2003-12-05T12:00:00","36.40","22.90",,"7"
"UCMV","2003-12-05T18:00:00","36.40","21.10","60.8","7"
"UCMV","2003-12-12T12:00:00","45.30","-6.00","51.8","7"
"UCMV","2003-12-12T18:00:00","46.00","-4.70","51.8","7"
"UCMV","2003-12-18T06:00:00","47.60","-4.30","50.0","7"
"UCMV","2003-12-18T12:00:00","48.80","-5.50","50.0","7"
"UCMV","2003-12-18T18:00:00","49.50","-3.70","50.0","7"
"UCMS","2003-12-23T06:00:00","36.00","-4.80","59.0","7"
"UCMS","2003-12-23T12:00:00","36.30","-3.80","59.0","7"
"UCMS","2003-12-23T18:00:00","36.40","-2.80","62.6","7"
"UCMS","2003-12-24T00:00:00","36.80","-1.90","62.6","7"
"UCMS","2003-12-25T00:00:00","36.40","-3.40","62.6","7"
"UCMS","2003-12-25T06:00:00","36.20","-4.50","62.6","7"
"UCMS","2003-12-01T00:00:00","49.30","-4.20","62.6","7"
"UCMS","2003-12-01T06:00:00","49.60","-2.90","62.6","7"
"UCMS","2003-12-18T18:00:00","49.70","-3.60","53.6","7"
"UCMS","2003-12-19T00:00:00","49.10","-5.40","53.6","7"
"UCMS","2003-12-31T18:00:00","48.20","-6.00","55.4","7"
"UCMS","2003-12-01T12:00:00","50.00","-1.70",,"7"
"UCMS","2003-12-18T12:00:00","50.00","-2.30","53.6","7"
"UCMR","2003-12-09T06:00:00","49.90","-3.00","46.4","7"
"UCMR","2003-12-09T12:00:00","49.40","-4.40","46.4","7"
"UCMR","2003-12-09T18:00:00","48.90","-5.80","46.4","7"
"UCMR","2003-12-10T00:00:00","47.90","-5.60","46.4","7"
"UCMR","2003-12-10T06:00:00","46.80","-5.20","46.4","7"
"UCMR","2003-12-10T12:00:00","45.80","-4.70",,"7"
"UCMR","2003-12-10T18:00:00","44.90","-4.30",,"7"
"UCMR","2003-12-11T00:00:00","44.20","-4.00",,"7"
"UCMR","2003-12-11T06:00:00","46.80","-5.20","46.4","1"
"UCMR","2003-12-18T00:00:00","44.40","-4.10",,"7"
"UCMR","2003-12-18T06:00:00","45.50","-4.60","48.2","7"
"UCMR","2003-12-18T12:00:00","46.50","-5.10","48.2","7"
"UCMR","2003-12-18T18:00:00","47.80","-5.60","46.4","7"
"UCMR","2003-12-19T00:00:00","48.90","-5.30","46.4","7"
"UCMR","2003-12-19T06:00:00","49.50","-3.70","46.4","7"
"UCMR","2003-12-19T12:00:00","49.90","-2.30","46.4","7"
"V7BW7","2003-12-27T12:00:00","33.70","23.60","60.8","1"
"UCMQ","2003-12-02T18:00:00","46.40","-2.10","53.6","7"
"UCMQ","2003-12-03T06:00:00","47.80","-4.90","50.0","7"
"UCMQ","2003-12-03T18:00:00","49.30","-4.00","50.0","1"
"UCMQ","2003-12-04T06:00:00","49.80","-2.40","51.8","7"
"UCMQ","2003-12-24T18:00:00","49.20","-4.90","44.6","1"
"UCMQ","2003-12-25T06:00:00","47.60","-4.50","46.4","7"
"UCMQ","2003-12-25T18:00:00","46.20","-1.80","46.4","7"
"UCMQ","2003-12-27T06:00:00","44.70","-2.60",,"7"
"UCMQ","2003-12-27T18:00:00","43.70","-4.40",,"7"
"UCMP","2003-12-03T12:00:00","45.30","-2.50","57.2","7"
"UCMP","2003-12-03T18:00:00","45.00","-4.00","55.4","7"
"UCMP","2003-12-04T00:00:00","44.60","-5.50","53.6","7"
"DEBH","2003-12-01T12:00:00","37.20","17.70","66.2","3"
"PGDF","2003-12-24T18:00:00","37.90","5.40","57.2","1"
"PGDF","2003-12-08T06:00:00","35.60","18.60","65.3","1"
"PGDF","2003-12-08T12:00:00","36.00","16.40","63.9","1"
"PGDF","2003-12-27T06:00:00","36.30","14.90","58.6","1"
"PGDF","2003-12-07T06:00:00","33.10","27.20","67.5","1"
"PGDF","2003-12-07T12:00:00","33.60","25.20","68.0","1"
"PGDF","2003-12-07T18:00:00","34.30","22.90","64.0","1"
"PGDF","2003-12-27T18:00:00","35.00","20.10","61.2","1"
"PGDF","2003-12-28T18:00:00","32.30","29.90","64.0","1"
"PGDF","2003-12-13T18:00:00","48.00","-6.00","52.3","1"
"PFBD","2003-12-05T18:00:00","49.70","-3.50","56.5","0"
"PFBD","2003-12-19T06:00:00","48.50","-5.70","56.5","0"
"PFBD","2003-12-19T18:00:00","49.80","-2.80","55.4","0"
"PGDE","2003-12-03T12:00:00","37.80","4.50","62.2","1"
"PGDE","2003-12-06T00:00:00","36.00","16.50","66.6","1"
"PJJH","2003-12-10T00:00:00","36.60","-2.10","62.6","3"
"PJJH","2003-12-29T00:00:00","36.30","-3.00","64.4","3"
"PJJH","2003-12-08T12:00:00","37.30","7.70","64.4","3"
"PJJH","2003-12-09T00:00:00","37.60","4.40","64.4","3"
"PJJH","2003-12-09T12:00:00","36.90","1.20","62.6","3"
"PJJH","2003-12-30T00:00:00","37.10","4.60","64.4","3"
"PJJH","2003-12-07T00:00:00","37.80","16.30","69.8","3"
"PJJH","2003-12-07T12:00:00","36.60","13.90","66.2","3"
"PJJH","2003-12-08T00:00:00","37.40","10.80","66.2","3"
"PJJH","2003-12-31T00:00:00","36.80","12.20","64.4","3"
"PJJH","2003-12-31T12:00:00","35.90","15.90","64.4","3"
"9HXZ4","2003-12-22T12:00:00","35.90","-5.90","60.8","1"
"9HXZ4","2003-12-01T12:00:00","37.10","8.40","64.4","1"
"9HXZ4","2003-12-20T12:00:00","38.40","7.40","59.0","1"
"9HXZ4","2003-12-21T12:00:00","37.00","0.40","57.2","1"
"9HXZ4","2003-12-02T12:00:00","36.30","14.20","62.6","1"
"9HXZ4","2003-12-12T12:00:00","32.50","18.10","64.4","1"
"9HXZ4","2003-12-18T12:00:00","39.70","13.30","59.0","1"
"9HXZ4","2003-12-03T12:00:00","35.30","21.00","66.2","1"
"9HXZ4","2003-12-04T12:00:00","34.50","26.50","66.2","1"
"9HXZ4","2003-12-10T12:00:00","31.50","27.40","66.2","1"
"9HXZ4","2003-12-11T12:00:00","33.10","21.30","64.4","1"
"9HXZ4","2003-12-05T12:00:00","34.30","32.60","66.2","1"
"9HXZ4","2003-12-09T12:00:00","32.30","31.60","66.2","1"
"9HXZ4","2003-12-25T12:00:00","46.90","-2.90","53.6","1"
